dni,supermercado,provincia,fecha_llegada,fecha_salida,total_compra
53408767F,Dia,Malaga,04/06/2019 06:48,04/06/2019 07:23,106.68
97548385A,Mercadona,Cadiz,04/06/2019 07:14,04/06/2019 08:05,9.68
42068364F,Carrefour,Malaga,04/06/2019 07:47,04/06/2019 08:22,48.54
61064101K,Dia,Huelva,04/06/2019 11:56,04/06/2019 12:04,42.36
86302030G,Dia,Almeria,04/06/2019 12:36,04/06/2019 14:37,120.36
03446856F,Supersol,Granada,04/06/2019 13:53,04/06/2019 15:34,94.02
76950890C,Supersol,Sevilla,04/06/2019 18:43,04/06/2019 20:56,161.26
01847253P,Supersol,Cordoba,04/06/2019 20:04,04/06/2019 20:57,69.69
33450761K,Dia,Malaga,04/06/2019 21:28,04/06/2019 23:09,9.44
93787937D,Mercadona,Malaga,04/06/2019 23:02,04/06/2019 23:33,108.68
22018704E,Lidl,Granada,05/06/2019 04:30,05/06/2019 05:37,151.93
15114702E,Supersol,Malaga,05/06/2019 08:53,05/06/2019 10:15,75.27
38613809Y,Aldi,Malaga,05/06/2019 09:56,05/06/2019 11:34,171.18
74159107T,Dia,Malaga,05/06/2019 17:56,05/06/2019 19:53,142.15
87219759X,Carrefour,Cordoba,05/06/2019 20:59,05/06/2019 23:13,108.32
90034998A,Mas,Cadiz,05/06/2019 21:06,06/06/2019 00:00,175.71
70405101P,Mercadona,Malaga,06/06/2019 10:09,06/06/2019 10:44,4.97
46789450K,Supersol,Malaga,06/06/2019 14:09,06/06/2019 17:01,199.28
02866418C,Lidl,Cadiz,06/06/2019 14:39,06/06/2019 15:06,179.61
75260360J,Mercadona,Almeria,06/06/2019 15:44,06/06/2019 17:22,82.71
62745110Y,Supersol,Huelva,07/06/2019 02:41,07/06/2019 05:35,130.00
64270646K,Dia,Huelva,07/06/2019 03:32,07/06/2019 05:27,113.41
27633503S,Supersol,Jaen,07/06/2019 04:25,07/06/2019 05:05,2.31
96501703M,Mercadona,Granada,07/06/2019 07:00,07/06/2019 08:30,12.11
73560073R,Supersol,Granada,07/06/2019 13:54,07/06/2019 16:15,82.05
48673042M,Mas,Almeria,07/06/2019 16:55,07/06/2019 19:49,40.82
64424575B,Mercadona,Malaga,07/06/2019 23:38,08/06/2019 01:58,155.62
85609885K,Lidl,Malaga,08/06/2019 11:06,08/06/2019 11:27,163.21
97548385A,Carrefour,Almeria,08/06/2019 18:11,08/06/2019 18:17,51.73
83701908D,Mas,Cadiz,08/06/2019 21:27,08/06/2019 23:45,92.98
83701908D,Mercadona,Malaga,09/06/2019 03:48,09/06/2019 05:43,37.89
97613571F,Carrefour,Almeria,09/06/2019 12:45,09/06/2019 13:42,172.08
13886180E,Mercadona,Cadiz,10/06/2019 01:43,10/06/2019 04:25,61.78
47948703M,Dia,Malaga,10/06/2019 05:57,10/06/2019 06:25,102.06
55830433A,Mercadona,Jaen,10/06/2019 06:04,10/06/2019 07:36,104.74
80433553T,Aldi,Almeria,10/06/2019 07:36,10/06/2019 10:24,115.47
14765375L,Dia,Cadiz,10/06/2019 14:10,10/06/2019 15:34,29.97
60871662T,Dia,Jaen,10/06/2019 15:16,10/06/2019 18:00,103.96
34727059A,Aldi,Almeria,11/06/2019 08:31,11/06/2019 10:32,108.24
41642524N,Mas,Granada,11/06/2019 09:07,11/06/2019 11:57,101.84
30424802B,Mercadona,Malaga,11/06/2019 13:49,11/06/2019 13:52,62.29
35647283C,Aldi,Cadiz,11/06/2019 14:28,11/06/2019 15:06,50.31
74159107T,Dia,Malaga,11/06/2019 21:05,11/06/2019 23:22,187.25
73168909K,Lidl,Sevilla,11/06/2019 23:58,12/06/2019 02:31,5.03
44124001L,Mercadona,Huelva,12/06/2019 00:48,12/06/2019 03:26,77.75
88366171X,Carrefour,Granada,12/06/2019 07:13,12/06/2019 09:58,15.76
38465415P,Mercadona,Malaga,12/06/2019 10:55,12/06/2019 12:56,167.40
48673042M,Dia,Malaga,12/06/2019 20:00,12/06/2019 22:17,96.04
48210679B,Lidl,Jaen,12/06/2019 20:23,12/06/2019 22:40,33.79
22721234V,Dia,Sevilla,12/06/2019 22:11,12/06/2019 23:56,160.53
53555340R,Lidl,Cordoba,13/06/2019 18:38,13/06/2019 18:46,134.78
02866418C,Mas,Jaen,13/06/2019 19:33,13/06/2019 21:47,176.96
72783203W,Lidl,Jaen,13/06/2019 23:32,14/06/2019 00:59,193.32
31541431J,Carrefour,Huelva,14/06/2019 00:56,14/06/2019 01:03,19.05
88226973P,Mas,Cadiz,14/06/2019 01:45,14/06/2019 02:44,68.48
82733528K,Dia,Almeria,14/06/2019 08:07,14/06/2019 10:46,155.41
97785005E,Mas,Malaga,14/06/2019 11:03,14/06/2019 12:52,52.23
89165507G,Supersol,Cadiz,14/06/2019 12:31,14/06/2019 14:18,51.50
80215208V,Carrefour,Sevilla,14/06/2019 14:40,14/06/2019 16:14,61.55
44104827G,Mas,Cordoba,14/06/2019 19:26,14/06/2019 20:50,98.28
37957550Y,Lidl,Almeria,15/06/2019 05:32,15/06/2019 05:49,128.04
67616573T,Carrefour,Malaga,15/06/2019 05:33,15/06/2019 05:34,151.38
42068364F,Dia,Almeria,15/06/2019 10:09,15/06/2019 13:05,95.24
15112574X,Aldi,Cadiz,16/06/2019 00:50,16/06/2019 01:32,194.30
49088530K,Carrefour,Cordoba,16/06/2019 01:23,16/06/2019 03:46,128.09
30869274P,Supersol,Malaga,16/06/2019 02:17,16/06/2019 03:37,41.18
66726317M,Lidl,Jaen,16/06/2019 03:01,16/06/2019 04:07,92.65
98548059M,Supersol,Malaga,16/06/2019 04:36,16/06/2019 05:02,157.55
09012314V,Dia,Cadiz,16/06/2019 08:34,16/06/2019 11:05,92.44
41642524N,Carrefour,Cordoba,16/06/2019 09:27,16/06/2019 10:47,15.53
46624158F,Carrefour,Almeria,16/06/2019 10:22,16/06/2019 12:37,199.16
99074860Z,Dia,Malaga,16/06/2019 10:57,16/06/2019 13:36,114.55
88226973P,Carrefour,Jaen,16/06/2019 12:27,16/06/2019 14:57,10.29
15112574X,Mercadona,Cadiz,16/06/2019 12:58,16/06/2019 13:25,73.58
38613809Y,Carrefour,Almeria,16/06/2019 14:11,16/06/2019 16:34,175.27
96438661Y,Mas,Cordoba,16/06/2019 18:22,16/06/2019 19:23,83.64
03163426Y,Mas,Sevilla,16/06/2019 22:07,17/06/2019 00:57,6.03
47601548N,Mas,Sevilla,17/06/2019 00:26,17/06/2019 00:32,96.67
58551456B,Mercadona,Sevilla,17/06/2019 05:24,17/06/2019 08:23,4.21
05723208A,Carrefour,Cadiz,17/06/2019 18:16,17/06/2019 20:37,150.62
04885246T,Supersol,Sevilla,17/06/2019 19:23,17/06/2019 21:37,178.11
25033337E,Lidl,Cadiz,17/06/2019 19:46,17/06/2019 22:25,50.13
32310289G,Mas,Malaga,17/06/2019 19:57,17/06/2019 22:37,23.64
20575725V,Supersol,Malaga,17/06/2019 22:17,18/06/2019 01:04,158.51
54445204H,Mas,Huelva,18/06/2019 03:39,18/06/2019 05:42,64.92
51933957A,Mas,Granada,18/06/2019 04:15,18/06/2019 07:11,82.02
69767354M,Supersol,Jaen,18/06/2019 05:31,18/06/2019 06:40,96.69
08067548E,Mercadona,Cadiz,18/06/2019 06:00,18/06/2019 08:19,93.70
92400251M,Lidl,Malaga,18/06/2019 06:55,18/06/2019 07:16,115.63
46993759K,Aldi,Cordoba,18/06/2019 15:04,18/06/2019 15:29,166.34
98597815N,Supersol,Sevilla,18/06/2019 16:31,18/06/2019 16:35,25.34
56284995Q,Mercadona,Huelva,18/06/2019 22:13,19/06/2019 01:03,67.26
35406772C,Mercadona,Cadiz,18/06/2019 23:33,19/06/2019 00:10,93.02
13886180E,Lidl,Malaga,19/06/2019 05:04,19/06/2019 05:27,27.82
73699204M,Supersol,Jaen,19/06/2019 08:13,19/06/2019 09:53,54.88
61366995M,Supersol,Cordoba,19/06/2019 12:19,19/06/2019 14:12,112.83
68354845H,Lidl,Malaga,19/06/2019 15:41,19/06/2019 18:08,39.43
30510524N,Mas,Malaga,19/06/2019 19:20,19/06/2019 19:55,23.28
84612182N,Aldi,Malaga,19/06/2019 21:22,20/06/2019 00:00,144.98
60871662T,Mas,Sevilla,19/06/2019 22:49,20/06/2019 00:55,128.62
42068364F,Dia,Malaga,20/06/2019 11:17,20/06/2019 13:50,185.69
34985618L,Carrefour,Cadiz,20/06/2019 19:45,20/06/2019 19:47,68.58
99100335M,Supersol,Granada,20/06/2019 19:51,20/06/2019 20:53,132.55
20575725V,Mercadona,Cadiz,21/06/2019 00:05,21/06/2019 02:33,184.31
93164304K,Mercadona,Sevilla,21/06/2019 01:13,21/06/2019 04:07,90.94
26723394Q,Carrefour,Granada,21/06/2019 07:42,21/06/2019 09:50,8.14
67983115Z,Dia,Almeria,21/06/2019 19:31,21/06/2019 20:02,25.64
00979137G,Aldi,Cadiz,21/06/2019 19:45,21/06/2019 20:18,69.40
47687051R,Mercadona,Sevilla,21/06/2019 20:32,21/06/2019 21:09,112.06
86118654F,Lidl,Granada,21/06/2019 22:17,21/06/2019 23:06,168.95
26457703K,Mercadona,Cadiz,22/06/2019 07:28,22/06/2019 10:00,39.27
19861911P,Mercadona,Malaga,22/06/2019 16:56,22/06/2019 19:35,42.24
43988060P,Mercadona,Sevilla,23/06/2019 01:57,23/06/2019 02:21,93.92
15117133S,Mercadona,Cadiz,23/06/2019 03:49,23/06/2019 06:29,134.12
74396482S,Supersol,Cadiz,23/06/2019 06:31,23/06/2019 06:33,64.22
13886180E,Mas,Almeria,23/06/2019 09:28,23/06/2019 09:50,199.23
91186765E,Dia,Almeria,23/06/2019 11:50,23/06/2019 11:57,180.77
89803474C,Dia,Huelva,23/06/2019 12:17,23/06/2019 14:26,198.87
74109346B,Supersol,Sevilla,23/06/2019 12:48,23/06/2019 13:46,127.79
74109346B,Lidl,Malaga,23/06/2019 13:51,23/06/2019 14:51,38.03
83826560R,Supersol,Jaen,23/06/2019 15:10,23/06/2019 15:54,139.42
06903946J,Carrefour,Malaga,23/06/2019 17:06,23/06/2019 18:34,146.10
12164850N,Dia,Malaga,23/06/2019 18:46,23/06/2019 21:28,97.04
44104827G,Supersol,Huelva,23/06/2019 21:25,23/06/2019 23:02,190.55
05896072E,Dia,Jaen,24/06/2019 00:13,24/06/2019 02:09,121.47
46353907Y,Mercadona,Sevilla,24/06/2019 02:00,24/06/2019 02:52,149.95
42679297Z,Carrefour,Granada,24/06/2019 04:11,24/06/2019 06:07,122.74
10095030P,Mas,Huelva,24/06/2019 05:30,24/06/2019 06:14,139.82
29554681A,Mas,Cadiz,24/06/2019 09:47,24/06/2019 10:50,45.68
58351586B,Supersol,Cadiz,24/06/2019 10:24,24/06/2019 12:44,166.49
49861960F,Mas,Malaga,24/06/2019 10:28,24/06/2019 12:26,4.29
35280428S,Dia,Cadiz,24/06/2019 12:09,24/06/2019 13:50,132.47
68082758K,Lidl,Cordoba,24/06/2019 14:19,24/06/2019 15:46,92.49
57456191Y,Lidl,Cadiz,24/06/2019 17:23,24/06/2019 18:36,121.15
99759124M,Carrefour,Jaen,25/06/2019 16:36,25/06/2019 18:18,135.85
88366171X,Carrefour,Cadiz,25/06/2019 17:04,25/06/2019 19:23,193.68
88994494L,Aldi,Malaga,26/06/2019 03:52,26/06/2019 06:22,43.43
21439721H,Supersol,Granada,26/06/2019 08:00,26/06/2019 08:56,179.44
61828490M,Lidl,Jaen,26/06/2019 08:24,26/06/2019 08:58,10.20
92168730W,Aldi,Almeria,26/06/2019 12:14,26/06/2019 12:22,185.50
97820096S,Dia,Sevilla,26/06/2019 14:47,26/06/2019 15:41,19.67
15114702E,Dia,Almeria,27/06/2019 00:04,27/06/2019 02:27,120.11
83864192M,Supersol,Granada,27/06/2019 05:05,27/06/2019 06:03,21.55
74608293L,Lidl,Huelva,27/06/2019 05:17,27/06/2019 07:46,50.76
63680819Y,Lidl,Malaga,27/06/2019 09:53,27/06/2019 10:45,134.08
06729794V,Supersol,Granada,27/06/2019 10:55,27/06/2019 13:44,29.15
82867541J,Carrefour,Sevilla,27/06/2019 14:00,27/06/2019 14:49,160.50
14308083J,Mas,Granada,27/06/2019 14:31,27/06/2019 17:07,71.71
67660077B,Mercadona,Cadiz,27/06/2019 17:15,27/06/2019 20:09,44.94
22369448Q,Carrefour,Huelva,27/06/2019 18:43,27/06/2019 19:39,166.08
53016835H,Mercadona,Cordoba,28/06/2019 07:14,28/06/2019 09:35,60.71
72006198Y,Mercadona,Cadiz,28/06/2019 10:22,28/06/2019 10:57,13.77
60871662T,Supersol,Cadiz,28/06/2019 10:45,28/06/2019 13:19,55.53
52966241R,Lidl,Malaga,28/06/2019 11:45,28/06/2019 12:09,39.11
38786341S,Mas,Malaga,28/06/2019 15:46,28/06/2019 18:38,93.13
29192757F,Mas,Almeria,28/06/2019 17:48,28/06/2019 19:32,139.86
00458346W,Mas,Almeria,29/06/2019 05:42,29/06/2019 08:00,176.35
25036910F,Aldi,Malaga,29/06/2019 09:07,29/06/2019 10:32,59.31
17287078W,Aldi,Granada,29/06/2019 10:17,29/06/2019 12:29,5.26
75260360J,Mas,Cordoba,29/06/2019 14:35,29/06/2019 16:39,12.34
32311916K,Supersol,Huelva,29/06/2019 20:09,29/06/2019 20:29,20.01
36052904J,Lidl,Malaga,29/06/2019 22:55,30/06/2019 00:50,61.42
74608293L,Lidl,Cordoba,30/06/2019 01:12,30/06/2019 01:27,162.27
69767354M,Supersol,Cadiz,30/06/2019 01:33,30/06/2019 04:30,169.67
15114702E,Dia,Malaga,30/06/2019 01:57,30/06/2019 03:59,73.79
97929948L,Mercadona,Cordoba,30/06/2019 03:16,30/06/2019 03:22,136.11
22253955Y,Dia,Jaen,30/06/2019 07:33,30/06/2019 09:17,83.51
67125389G,Mercadona,Jaen,30/06/2019 09:45,30/06/2019 09:54,160.90
58572662B,Dia,Sevilla,30/06/2019 10:27,30/06/2019 12:03,40.10
07657003G,Dia,Granada,30/06/2019 13:02,30/06/2019 13:25,64.03
87298914E,Mas,Malaga,30/06/2019 21:43,30/06/2019 22:28,109.80
40509222N,Aldi,Cadiz,30/06/2019 23:03,01/07/2019 01:13,175.75
58351586B,Aldi,Malaga,01/07/2019 03:15,01/07/2019 05:12,50.60
26730664H,Mas,Cadiz,01/07/2019 04:45,01/07/2019 07:00,194.69
00105632Q,Mercadona,Sevilla,01/07/2019 13:34,01/07/2019 14:31,116.59
63680819Y,Lidl,Huelva,01/07/2019 15:09,01/07/2019 15:35,7.10
73168909K,Mas,Huelva,01/07/2019 21:24,01/07/2019 23:55,21.95
88066029H,Carrefour,Jaen,02/07/2019 02:31,02/07/2019 02:47,113.20
69848010T,Aldi,Malaga,02/07/2019 07:13,02/07/2019 09:45,97.95
98065695C,Aldi,Malaga,02/07/2019 11:50,02/07/2019 13:03,164.67
04551750G,Lidl,Granada,02/07/2019 12:57,02/07/2019 14:59,19.95
08083605W,Mercadona,Granada,02/07/2019 15:49,02/07/2019 17:26,68.22
46653649N,Mercadona,Cordoba,03/07/2019 03:32,03/07/2019 05:44,26.47
20575725V,Supersol,Huelva,03/07/2019 04:44,03/07/2019 06:41,119.74
21439721H,Dia,Sevilla,03/07/2019 08:54,03/07/2019 09:16,15.77
13525512V,Supersol,Jaen,03/07/2019 10:43,03/07/2019 13:08,37.97
67616573T,Supersol,Almeria,03/07/2019 10:52,03/07/2019 12:43,103.45
27633503S,Carrefour,Malaga,03/07/2019 12:06,03/07/2019 15:04,166.31
85650770N,Mas,Malaga,03/07/2019 16:59,03/07/2019 18:52,118.96
69426581T,Dia,Granada,03/07/2019 23:17,04/07/2019 01:25,183.78
87219759X,Mercadona,Cadiz,04/07/2019 00:44,04/07/2019 02:24,78.03
17745965Q,Supersol,Almeria,04/07/2019 03:22,04/07/2019 05:56,1.63
17745965Q,Carrefour,Cadiz,04/07/2019 03:24,04/07/2019 06:12,7.84
00786649A,Dia,Cadiz,04/07/2019 08:35,04/07/2019 09:13,197.23
37957550Y,Supersol,Huelva,04/07/2019 11:39,04/07/2019 13:38,180.35
45419661C,Mercadona,Cordoba,04/07/2019 12:40,04/07/2019 12:52,177.72
51907371M,Aldi,Almeria,04/07/2019 16:32,04/07/2019 17:39,169.24
36052904J,Dia,Jaen,05/07/2019 02:55,05/07/2019 04:23,178.56
01847253P,Dia,Malaga,05/07/2019 03:30,05/07/2019 05:44,141.80
00453082M,Mercadona,Malaga,05/07/2019 04:07,05/07/2019 04:12,159.77
23454245H,Supersol,Granada,05/07/2019 05:39,05/07/2019 08:36,43.97
74109346B,Dia,Malaga,05/07/2019 09:49,05/07/2019 10:45,41.40
92857435H,Carrefour,Huelva,06/07/2019 01:43,06/07/2019 01:59,92.36
47504932L,Dia,Granada,06/07/2019 05:11,06/07/2019 06:26,147.99
74396482S,Carrefour,Malaga,06/07/2019 11:38,06/07/2019 13:44,132.39
57419120B,Mas,Cadiz,06/07/2019 16:27,06/07/2019 19:10,23.64
34122968F,Dia,Almeria,06/07/2019 21:26,06/07/2019 21:38,158.56
22621404F,Mercadona,Granada,07/07/2019 04:30,07/07/2019 06:15,164.78
35647283C,Supersol,Cordoba,07/07/2019 06:14,07/07/2019 07:44,6.52
76950890C,Carrefour,Sevilla,07/07/2019 19:55,07/07/2019 20:58,53.22
76663187R,Mercadona,Huelva,08/07/2019 01:49,08/07/2019 02:12,27.20
38365814C,Mas,Malaga,08/07/2019 05:38,08/07/2019 08:09,126.44
96924645T,Mas,Cadiz,08/07/2019 07:15,08/07/2019 09:25,135.43
63283958X,Mercadona,Huelva,08/07/2019 10:25,08/07/2019 13:08,80.48
70283941N,Aldi,Malaga,08/07/2019 13:15,08/07/2019 13:24,131.85
64236064P,Lidl,Malaga,08/07/2019 17:07,08/07/2019 19:11,178.62
55141019Z,Lidl,Granada,08/07/2019 21:36,08/07/2019 22:26,100.78
14726795X,Carrefour,Sevilla,09/07/2019 00:18,09/07/2019 02:56,82.45
17745965Q,Mercadona,Granada,09/07/2019 15:00,09/07/2019 16:40,188.33
60871662T,Mas,Almeria,09/07/2019 16:57,09/07/2019 18:28,32.91
68994709E,Dia,Jaen,09/07/2019 17:42,09/07/2019 19:31,99.32
04531205K,Carrefour,Granada,09/07/2019 18:39,09/07/2019 21:15,143.55
14726795X,Supersol,Sevilla,09/07/2019 18:41,09/07/2019 19:03,180.33
00979137G,Mas,Cordoba,10/07/2019 04:01,10/07/2019 06:41,191.37
09604070Y,Lidl,Cadiz,10/07/2019 09:51,10/07/2019 11:13,77.81
50472032G,Mercadona,Cadiz,10/07/2019 19:01,10/07/2019 20:05,124.19
86544030K,Mas,Malaga,10/07/2019 19:33,10/07/2019 21:01,41.16
88066029H,Lidl,Almeria,10/07/2019 21:17,10/07/2019 22:13,29.04
04476622V,Supersol,Granada,11/07/2019 00:29,11/07/2019 03:01,121.76
96080754W,Dia,Cadiz,11/07/2019 03:29,11/07/2019 05:39,109.64
83826560R,Carrefour,Malaga,11/07/2019 10:00,11/07/2019 10:51,33.46
99687267T,Dia,Malaga,11/07/2019 12:19,11/07/2019 13:49,151.94
82733528K,Aldi,Jaen,11/07/2019 13:26,11/07/2019 16:14,3.91
44836677V,Carrefour,Sevilla,11/07/2019 13:53,11/07/2019 16:27,31.11
06875131V,Lidl,Malaga,11/07/2019 19:27,11/07/2019 21:13,114.34
90963150J,Aldi,Sevilla,11/07/2019 23:36,12/07/2019 02:03,73.06
50422160L,Aldi,Malaga,12/07/2019 05:59,12/07/2019 06:42,197.17
97145433B,Aldi,Huelva,12/07/2019 06:31,12/07/2019 06:43,50.51
86835115H,Aldi,Granada,12/07/2019 06:47,12/07/2019 08:40,45.47
66247259Z,Carrefour,Jaen,12/07/2019 10:28,12/07/2019 11:41,93.69
09223452S,Lidl,Almeria,12/07/2019 12:06,12/07/2019 12:37,69.72
74893962M,Mas,Almeria,12/07/2019 15:31,12/07/2019 18:24,102.14
83774908F,Dia,Malaga,12/07/2019 17:05,12/07/2019 18:48,99.57
86606482M,Mas,Huelva,12/07/2019 21:52,12/07/2019 22:56,132.51
00105632Q,Dia,Malaga,13/07/2019 02:15,13/07/2019 02:29,29.21
61845771J,Carrefour,Huelva,13/07/2019 04:38,13/07/2019 05:04,134.51
00453082M,Carrefour,Sevilla,13/07/2019 07:47,13/07/2019 08:22,68.06
58621691G,Carrefour,Granada,13/07/2019 13:26,13/07/2019 14:32,156.67
29608161P,Mas,Jaen,13/07/2019 19:02,13/07/2019 21:11,33.15
95962277K,Dia,Sevilla,14/07/2019 00:31,14/07/2019 02:11,164.10
06286245T,Mas,Huelva,14/07/2019 03:23,14/07/2019 03:50,183.57
08067548E,Mercadona,Sevilla,14/07/2019 05:27,14/07/2019 08:07,19.72
42785403K,Dia,Huelva,14/07/2019 07:27,14/07/2019 08:53,199.92
21439721H,Dia,Malaga,14/07/2019 07:53,14/07/2019 10:48,196.64
47601548N,Dia,Huelva,14/07/2019 10:53,14/07/2019 12:51,91.01
16274345M,Supersol,Almeria,14/07/2019 14:08,14/07/2019 15:11,58.21
49806525W,Mercadona,Cordoba,14/07/2019 15:40,14/07/2019 16:45,135.94
04661960K,Carrefour,Cadiz,14/07/2019 16:22,14/07/2019 17:21,91.66
96429150V,Mas,Cordoba,14/07/2019 22:10,15/07/2019 01:08,171.45
83826560R,Lidl,Cadiz,14/07/2019 23:24,14/07/2019 23:59,31.10
44104827G,Dia,Jaen,15/07/2019 02:02,15/07/2019 04:36,148.70
30510524N,Supersol,Jaen,15/07/2019 09:17,15/07/2019 09:55,155.60
37483488C,Supersol,Huelva,15/07/2019 12:08,15/07/2019 14:40,128.74
70968635L,Mercadona,Huelva,15/07/2019 14:44,15/07/2019 15:31,172.17
26723394Q,Carrefour,Cordoba,15/07/2019 19:59,15/07/2019 22:36,188.24
80037191C,Dia,Huelva,15/07/2019 20:08,15/07/2019 22:04,61.88
87857894X,Supersol,Jaen,15/07/2019 20:51,15/07/2019 20:54,11.69
36543958V,Mas,Cadiz,15/07/2019 21:09,15/07/2019 23:08,80.83
69848010T,Mercadona,Cadiz,15/07/2019 23:22,16/07/2019 00:33,11.20
99687267T,Mercadona,Jaen,16/07/2019 01:15,16/07/2019 02:41,1.93
86606482M,Dia,Jaen,16/07/2019 05:58,16/07/2019 06:56,51.97
43856850J,Supersol,Jaen,16/07/2019 06:48,16/07/2019 07:48,128.70
03978730Y,Aldi,Huelva,16/07/2019 09:00,16/07/2019 10:00,138.34
34727059A,Lidl,Malaga,16/07/2019 10:32,16/07/2019 12:23,61.94
54930005W,Aldi,Jaen,16/07/2019 13:17,16/07/2019 15:47,44.77
04551750G,Mas,Malaga,16/07/2019 16:21,16/07/2019 18:27,10.14
39893144N,Dia,Malaga,16/07/2019 18:06,16/07/2019 20:49,54.57
56839409S,Carrefour,Huelva,16/07/2019 18:14,16/07/2019 18:47,196.49
88994494L,Aldi,Almeria,17/07/2019 05:03,17/07/2019 06:47,2.10
51310301S,Mercadona,Sevilla,17/07/2019 05:36,17/07/2019 06:41,110.45
98065695C,Carrefour,Cadiz,17/07/2019 07:31,17/07/2019 09:43,140.53
91073558K,Supersol,Cordoba,17/07/2019 08:53,17/07/2019 10:25,23.37
38309193W,Carrefour,Huelva,17/07/2019 19:42,17/07/2019 22:31,44.10
88198438Q,Lidl,Jaen,17/07/2019 20:05,17/07/2019 20:50,164.84
96429150V,Carrefour,Malaga,18/07/2019 00:23,18/07/2019 01:02,101.87
95962277K,Carrefour,Cordoba,18/07/2019 03:01,18/07/2019 05:33,135.74
68994709E,Aldi,Huelva,18/07/2019 10:08,18/07/2019 12:08,96.50
94320158X,Dia,Almeria,18/07/2019 10:40,18/07/2019 10:54,141.74
67327775J,Mas,Cordoba,18/07/2019 18:45,18/07/2019 20:39,145.07
44104827G,Mas,Jaen,18/07/2019 20:45,18/07/2019 21:42,121.82
65667384S,Carrefour,Cadiz,18/07/2019 22:17,19/07/2019 00:52,2.66
23454245H,Mas,Huelva,19/07/2019 06:39,19/07/2019 06:52,104.32
14657186E,Supersol,Almeria,19/07/2019 12:58,19/07/2019 13:35,146.80
83612113Y,Mas,Cadiz,19/07/2019 19:34,19/07/2019 20:54,199.65
29436667W,Supersol,Huelva,20/07/2019 09:49,20/07/2019 10:24,16.12
14304258Y,Dia,Almeria,20/07/2019 13:05,20/07/2019 15:44,41.67
38373613E,Aldi,Malaga,20/07/2019 22:44,20/07/2019 23:37,126.93
90207798G,Mas,Granada,21/07/2019 00:36,21/07/2019 02:50,155.02
41642524N,Mas,Cadiz,21/07/2019 02:53,21/07/2019 03:43,39.27
96816973Z,Supersol,Cadiz,21/07/2019 04:41,21/07/2019 05:16,52.65
55691238G,Mas,Jaen,21/07/2019 04:59,21/07/2019 07:13,36.16
30424802B,Dia,Malaga,21/07/2019 06:35,21/07/2019 07:04,51.03
14764270H,Carrefour,Granada,21/07/2019 08:34,21/07/2019 11:24,176.57
20749746C,Dia,Cadiz,21/07/2019 09:48,21/07/2019 11:02,29.95
33450761K,Carrefour,Cordoba,21/07/2019 11:28,21/07/2019 13:41,23.09
15114702E,Aldi,Granada,22/07/2019 08:09,22/07/2019 08:35,193.72
04341138A,Lidl,Huelva,22/07/2019 08:53,22/07/2019 11:36,145.62
54930005W,Dia,Huelva,22/07/2019 12:22,22/07/2019 14:41,21.20
86544030K,Supersol,Jaen,22/07/2019 15:36,22/07/2019 16:39,156.31
88994494L,Supersol,Granada,23/07/2019 01:40,23/07/2019 02:22,130.48
74648587V,Aldi,Huelva,23/07/2019 03:57,23/07/2019 05:08,93.40
96924645T,Lidl,Sevilla,23/07/2019 05:04,23/07/2019 07:28,122.78
17349625N,Mercadona,Cordoba,23/07/2019 10:07,23/07/2019 10:30,141.60
22621404F,Aldi,Cadiz,23/07/2019 16:39,23/07/2019 17:16,196.70
43856850J,Carrefour,Malaga,23/07/2019 17:30,23/07/2019 19:18,119.94
98065695C,Aldi,Almeria,23/07/2019 21:05,23/07/2019 22:09,162.92
48210679B,Carrefour,Malaga,23/07/2019 22:01,24/07/2019 00:11,118.22
55141019Z,Aldi,Malaga,23/07/2019 22:29,24/07/2019 00:59,167.40
63283958X,Dia,Sevilla,23/07/2019 23:10,24/07/2019 01:01,17.78
50731612Y,Mercadona,Huelva,24/07/2019 00:39,24/07/2019 03:22,170.19
83643589H,Aldi,Malaga,24/07/2019 02:22,24/07/2019 03:19,190.77
97785005E,Mas,Huelva,24/07/2019 02:43,24/07/2019 03:16,35.23
32311916K,Supersol,Granada,24/07/2019 03:07,24/07/2019 05:57,27.20
51990858W,Lidl,Sevilla,24/07/2019 04:40,24/07/2019 06:19,152.65
08113702S,Dia,Cordoba,24/07/2019 08:41,24/07/2019 10:28,75.28
90797686B,Supersol,Sevilla,25/07/2019 09:31,25/07/2019 10:11,67.98
14304258Y,Aldi,Cordoba,25/07/2019 10:52,25/07/2019 11:14,188.82
38613809Y,Mercadona,Almeria,25/07/2019 13:48,25/07/2019 16:28,42.18
95962277K,Supersol,Malaga,26/07/2019 01:18,26/07/2019 02:47,45.57
58572662B,Supersol,Almeria,26/07/2019 14:52,26/07/2019 15:13,199.93
45419661C,Mas,Huelva,26/07/2019 19:13,26/07/2019 20:02,123.28
15893816B,Mas,Almeria,27/07/2019 03:49,27/07/2019 04:50,170.93
90963150J,Mas,Jaen,27/07/2019 04:07,27/07/2019 06:47,174.73
98991637M,Aldi,Sevilla,27/07/2019 06:03,27/07/2019 06:59,76.91
89696500L,Carrefour,Huelva,27/07/2019 06:22,27/07/2019 06:44,158.47
92857435H,Supersol,Jaen,27/07/2019 12:43,27/07/2019 13:23,163.13
67125389G,Mas,Huelva,27/07/2019 13:43,27/07/2019 15:11,26.71
80215208V,Mas,Sevilla,27/07/2019 18:04,27/07/2019 20:24,38.23
